,ID,Chemical,Disease
2871,14616590,D015742,D013924
2872,14616590,D015742,D010146
2873,14748761,C030852,D066126
2874,15018178,D015662,D000743
2875,15094729,D020888,D014786
2876,15096374,D016559,D012393
2877,15229250,D008694,D008569
2878,15229250,D008694,D001930
2879,15265979,D000638,D006529
2880,15265979,D000638,D056486
2881,15276093,C451780,D005483
2882,15282950,D007545,D009336
2883,15282950,D007545,D009202
2884,15321332,D004329,D001008
2885,15366550,D008094,D018500
2886,15482540,D012254,D000743
2887,15482540,D016898,D000743
2888,15605432,D004317,D028361
2889,15609701,D013015,D003329
2890,15614572,D001058,D002375
2891,15614572,D006220,D002375
2892,15625689,D007980,D004409
2893,15627798,D005839,D009395
2894,15630069,C076029,D007333
2895,15630069,D003024,D007333
2896,15815446,D010656,D006973
2897,15817013,D014859,D006470
2898,15859361,C105934,D000799
2899,15859361,D000082,D003875
2900,15859361,C012655,D003875
2901,15882284,D001241,D007676
2902,15953230,C012052,D008133
2903,15953230,C012052,D006996
2904,15987266,D010862,D013226
2905,15991002,D010433,D001008
2906,15991002,D002110,D001008
2907,16034922,D011374,D005705
2908,16034922,D004967,D003704
2909,16034922,D004967,D054556
2910,16034922,D004967,D002318
2911,16034922,D004967,D005705
2912,16034922,D011374,D054556
2913,16034922,D004967,D020521
2914,16034922,D011374,D002318
2915,16034922,D011374,D001943
2916,16034922,D011374,D020521
2917,16034922,D011374,D003704
2918,16034922,D004967,D001943
2919,16083708,D019980,D056486
2920,16083708,D019980,D007565
2921,16092435,D004317,D009202
2922,16112787,D014640,D007674
2923,16309808,C035133,D012148
2924,16323982,D017373,D050171
2925,16323982,D017373,D003324
2926,16369751,D005472,D002637
2927,16369751,D005472,D002037
2928,16565833,D004317,D009202
2929,16723784,D015764,D008133
2930,16723784,D015764,D016171
2931,16723784,D015764,D001919
2932,16723784,D015764,D004244
2933,16723784,D015764,D005221
2934,16723784,D011188,D016171
2935,16731636,D007545,D006332
2936,16801510,D008691,D008133
2937,16810074,D009569,D006973
2938,16867246,D002746,D001480
2939,16876986,D010862,D012640
2940,16876986,D010862,D013226
2941,16880771,D010479,D007859
2942,16906379,D008911,D010488
2943,16911931,D006513,D006509
2944,16920333,D010852,D012640
2945,17028363,D004008,D058186
2946,17028363,D004365,D058186
2947,17035713,D007069,D007674
2948,17042797,D010862,D004833
2949,17042797,D010862,D013226
2950,17069550,D005702,D006261
2951,17151160,D018967,D001480
2952,17151160,C076029,D015430
2953,17151160,C076029,D001480
2954,17151160,D018967,D015430
2955,17159032,D006886,D014786
2956,17223814,D003520,D054537
2957,17223814,D017239,D054537
2958,17223814,D015251,D054537
2959,17255138,D009288,D009203
2960,17255138,D000894,D006471
2961,17255138,C116926,D006471
2962,17255138,D009288,D006471
2963,17255138,D052246,D009203
2964,17255138,C116926,D009203
2965,17255138,D000894,D009203
2966,17297207,D011803,D018879
2967,17346443,D010396,D017512
2968,17351238,D010100,D007022
2969,17351238,D005996,D007022
2970,17356399,D003561,D020301
2971,17356399,D014750,D020301
2972,17356399,D014750,D018908
2973,17356399,D003907,D018908
2974,17356399,D003561,D001037
2975,17356399,C042705,D006212
2976,17356399,D003561,D006212
2977,17356399,D003907,D001037
2978,17356399,D003561,D014549
2979,17356399,C042705,D018908
2980,17356399,C042705,D014549
2981,17356399,D003907,D014549
2982,17356399,D014750,D001037
2983,17356399,D014750,D006212
2984,17356399,D003907,D006212
2985,17356399,D014750,D014549
2986,17356399,D003561,D018908
2987,17356399,C042705,D001037
2988,17356399,C042705,D020301
2989,17356399,D003907,D020301
2990,17379047,D006852,D007008
2991,17384765,D004113,D003072
2992,17384765,D007854,D007859
2993,17384765,D007854,D019958
2994,17445520,D002110,D016584
2995,17484470,D011433,D006333
2996,17496739,C085143,D003221
2997,17496739,C085143,D004830
2998,17496739,C085143,D014202
2999,17543491,D011318,D014826
3000,17572393,D002330,D054220
3001,17828434,D010862,D012640
3002,17879100,D007052,D058186
3003,17879100,D007052,D009395
3004,17879217,D012293,D058186
3005,17879217,D012293,D005921
3006,17954033,D006513,D019694
3007,18025637,D005473,D012170
3008,18025637,D005473,D006973
3009,18165598,D002045,D007249
3010,18165598,D002045,D010149
3011,18189308,D003520,D003556
3012,18340638,D001379,D000740
3013,18399341,D002045,D007022
3014,18422462,D018119,D010523
3015,18422462,D019829,D005076
3016,18450790,D013792,D009120
3017,18450790,D013792,D010523
3018,18450790,D013792,D010292
3019,18801087,D000638,D055370
3020,18801087,D000638,D015433
3021,18801087,D000638,D006486
3022,18945509,D005905,D003324
3023,18987260,D004317,D014511
3024,18987260,D004317,D005923
3025,18987260,D004317,D011507
3026,19020118,D014148,D051437
3027,19020118,D014148,D012640
3028,19108278,D006221,D001145
3029,19108278,D010042,D017180
3030,19108278,D004837,D001145
3031,19139825,D019772,D009503
3032,19139825,D019772,D008231
3033,19154241,D008094,D006961
3034,19154241,D008094,D006934
3035,19178808,D015742,D007022
3036,19178808,C071741,D007022
3037,19184102,D014635,D009765
3038,19184102,D014635,D006946
3039,19184102,D014635,D065626
3040,19184102,D014635,D007333
3041,19263707,D013956,D010309
3042,19263707,D013956,D056648
3043,19263707,D013956,D001168
3044,19263707,D002231,D010309
3045,19263707,D002231,D005334
3046,19263707,D013956,D005334
3047,19263707,D002231,D001168
3048,19263707,D002231,D056648
3049,19293073,D001241,D020521
3050,19293073,D001241,D020300
3051,19293073,D001241,D006471
3052,19338378,C031942,D006470
3053,19392810,D003932,D012206
3054,19392810,D008691,D012206
3055,19392810,D003932,D020521
3056,19392810,D008691,D020521
3057,19419794,D007980,D004409
3058,19447152,D010042,D001714
3059,19515070,D000082,D017114
3060,19515070,D000082,D058186
3061,19531695,D005424,D003693
3062,19531695,D017374,D003693
3063,19549709,C107135,D013921
3064,19549709,C107135,D013280
3065,19549709,C107135,D000740
3066,19549709,C107135,D005221
3067,19549709,C107135,D004417
3068,19553912,D020123,D000740
3069,19655282,D003042,D002637
3070,19655282,D003042,D017202
3071,19715529,D016559,D054038
3072,19728177,D000082,D017114
3073,19728177,D000082,D019586
3074,19728177,D000082,D001929
3075,19815465,D020888,D014786
3076,19815465,D020888,D012164
3077,19841052,D016578,D006679
3078,19914299,D005472,D008569
3079,19920070,D010634,D006529
3080,19967075,D005839,D007674
3081,20024739,D000431,D003866
3082,20034406,D010862,D013226
3083,20046642,D002330,D008569
3084,20046642,D002330,D007859
3085,20046642,D002330,D003072
3086,20129423,D002220,D012770
3087,20129423,D002220,D009205
3088,20129423,D002220,D004802
3089,20129423,D002220,D004342
3090,20169779,D007980,D004409
3091,20169779,D015632,D020734
3092,20192893,D003287,D007674
3093,20408947,D000082,D056486
3094,20408947,D000082,D017114
3095,20447294,D013311,D003929
3096,20447294,D013311,D006930
3097,20447294,D002351,D007249
3098,20447294,D002351,D006930
3099,20495512,D006493,D013921
3100,20495512,D006493,D013927
3101,20513036,C542870,D014826
3102,20566328,D003042,D006331
3103,20589632,D014295,D000743
3104,20682692,D013311,D003928
3105,20828385,C401859,D009336
3106,20859899,D011188,D001919
3107,20859899,D013148,D006947
3108,20859899,D017257,D006947
3109,20927253,D019386,D010146
3110,20959502,D009254,D009395
3111,21195121,D001556,D012640
3112,24055495,D005947,D000544
3113,24055495,D013311,D000544
3114,24055495,D013311,D003072
3115,24055495,D005690,D003072
